Wave_num	Group	Assignment
1126	proteins;lipids;carbohydrates	"Paraffin;дн(C-C) skeletal of acyl backbone in lipid (trans conformation);C-N stretching vibration (protein vibration);дн(C-O)+ дн(C-C), disaccharides, sucrose"
1127	carbohydrates;proteins	C-O and C-C stretching; C-O-H deformation;дн(C-N)
1128	proteins;carbohydrates	C-N stretching (proteins);C-O stretching (carbohydrates);Ceramide
1129	Unknown	Unknown
1130	lipids	C-C skeletal stretch transconformation;Phospholipid structural changes (trans versus gauche isomerism);Acyl chains
1131	lipids	Palmitic acid;Fatty acid;C-C skeletal stretching
1132	Unknown	Unknown
1133	Unknown	Unknown
1134	Unknown	Unknown
1135	Unknown	Unknown
1136	Unknown	Unknown
1137	Unknown	Unknown
1138	Unknown	Unknown
1139	Unknown	Unknown
1140	Unknown	Unknown
1141	Unknown	Unknown
1142	Unknown	Unknown
1143	Unknown	Unknown
1144	Unknown	Unknown
1145	Unknown	Unknown
1146	Unknown	Unknown
1147	Unknown	Unknown
1148	Unknown	Unknown
1149	carbohydrates	Carbohydrates peak for solids
1150	carbohydrates;carotenoids	Glycogen;Carotenoid
1151	Unknown	Unknown
1152	proteins;carotenoids	"дн(C-N), proteins (protein assignment);дн(C-C), carotenoids;Carotenoid peaks due to C-C and conjugated C-C band stretch"
1153	carbohydrates	Carbohydrates peak for solutions
1154	carotenoids	д┬-Carotenes
1155	proteins;carotenoids;carbohydrates	"CC (and CN) stretching of proteins (also carotenoids);Glycogen;дн (CC); diagnostic for the presence of a carotenoid structure,most likely a cellular pigment"
1156	proteins	"C-C, C-N stretching (protein)"
1157	carotenoids	In-plane vibrations of the conjugated =C-C=;д┬-Carotene accumulation (C=C stretch mode)
1158	proteins	C-C/C-N stretching (proteins)
1159	Unknown	Unknown
1160	proteins;carotenoids	C-C/C-N stretching (proteins);Carotene C-H stretches
1161	others	Deformative vibrations of quinoid ring
1162	Unknown	Unknown
1163	proteins	Tyrosine (collagen type I)
1164	Unknown	Unknown
1165	Unknown	Unknown
1166	Unknown	Unknown
1167	others	N=Quinoid ring=N stretching and CH in plane bending
1168	lipids;carotenoids	"Lipids;дн(C-C) д─(COH) (lipid assignment);дн(C-C), carotenoids"
1169	proteins	Tyrosine (collagen type I)
1170	proteins	C-H in-plane bending mode of tyrosine
1171	proteins	"Tyrosine (collagen type I);(CH) Phenylalanine, tyrosine"
1172	proteins	"д─(C-H), tyrosine (protein assignment)"
1173	proteins	"Cytosine, guanine;Tyrosine (collagen type I)"
1174	proteins	"Tyrosine, phenylalanine, C-H bend (protein)"
1175	Unknown	Unknown
1176	proteins	C-H bending tyrosine (proteins)
1177	proteins	"Cytosine, guanine"
1178	Unknown	Unknown
1179	Unknown	Unknown
1180	proteins	"Cytosine, guanine"
1181	Unknown	Unknown
1182	Unknown	Unknown
1183	Unknown	Unknown
1184	Unknown	Unknown
1185	Unknown	Unknown
1186	Unknown	Unknown
1187	Unknown	Unknown
1188	Unknown	Unknown
1189	Unknown	Unknown
1190	Unknown	Unknown
1191	Unknown	Unknown
1192	Unknown	Unknown
1193	Unknown	Unknown
1194	Unknown	Unknown
1195	Unknown	Unknown
1196	Unknown	Unknown
1197	Unknown	Unknown
1198	Unknown	Unknown
1199	proteins	Tryptophan ring breathing
1200	nucleic_acids	Nucleic acids and phosphates;Aromatic C-O and C-N-
1201	Unknown	Unknown
1202	Unknown	Unknown
1203	others	C-C6H5 stretch mode (one of C-C ring vibration to be expected in aromatic structure of xylene)
1204	proteins	"Amide III and CH2 wagging vibrations from glycine backbone and proline side chains;Collagen;Tyrosine, phenylalanine (IgG)"
1205	proteins	Differences in collagen content
1206	proteins	"Hydroxyproline, tyrosine (collagen assignment)"
1207	Unknown	Unknown
1208	proteins;nucleic_acids	"дн(C-C6H5), tryptophan, phenylalanine (protein assignment);Tryptophan;A, T (ring breathing modes of the DNA/RNA bases); amide III (protein)"
1209	proteins	Tryptophan and phenylalanine дн(C-C6H5) mode
1210	proteins	"C-C6H5 stretching mode in tyrosine and phenylalanine;дн18(д─: CmH), observed in the spectra of single human RBC"
1211	Unknown	Unknown
1212	Unknown	Unknown
1213	Unknown	Unknown
1214	Unknown	Unknown
1215	Unknown	Unknown
1216	others	Stretching of CN
1217	Unknown	Unknown
1218	Unknown	Unknown
1219	Unknown	Unknown
1220	others	C=N=C stretching
1221	Unknown	Unknown
1222	Unknown	Unknown
1223	proteins;nucleic_acids	"дн( PO2-), nucleic acids;Cellular nucleic acids;A concerted ring mode;Proteins, including collagen I"
1224	proteins	Amide III (д┬ sheet structure)
1225	Unknown	Unknown
1226	Unknown	Unknown
1227	Unknown	Unknown
1228	Unknown	Unknown
1229	Unknown	Unknown
1230	proteins	Antisymmetric phosphate stretching vibration
1231	Unknown	Unknown
1232	Unknown	Unknown
1233	Unknown	Unknown
1234	proteins	A concerted ring mode
1235	proteins	Amide III
1236	Unknown	Unknown
1237	proteins	Amide III and CH2 wagging vibrations from glycine backbone and proline side chains
1238	Unknown	Unknown
1239	proteins	Amide III
1240	nucleic_acids	One of the two most distinct peaks for RNA (with 813 cm-1);Differences in collagen content;Asymmetric phosphate [PO2- (asym.)] stretching modes;Collagen
1241	lipids;nucleic_acids	"Asymmetric phosphate [PO2- (asym.)] stretching modes (phosphate stretching modes originate from the phosphodiester groups of nucleic acids and suggest an increase in the nucleic acids in the malignant tissues).(Generally, the PO2- groups of phospholipids do not contribute to these bands)"
1242	proteins	Amide III (д┬ sheet and random coils)
1243	proteins;lipids;nucleic_acids	"Amide III;Asymmetric phosphate [PO2- (asym.)] stretching modes (phosphate stretching modes originate from the phosphodiester groups of nucleic acids and suggest an increase the in nucleic acids in the malignant tissues). (Generally, the PO2- groups of phospholipids do not contribute to these bands);C-O4 aromatic stretch;Amide III of collagen (CH2 wagging, C-N stretching) and pyrimidine bases (C, T)"
1244	Unknown	Unknown
1245	proteins	Amide III
1246	proteins	Amide III (of collagen)
1247	proteins	"Amide III (collagen assignment);guanie,cytosine"
1248	proteins	Amide III
1249	Unknown	Unknown
1250	proteins	Amide III
1251	Unknown	Unknown
1252	proteins	C-O4 aromatic stretch
1253	Unknown	Unknown
1254	others	Formalin contamination on fixed tissues;C-N in plane stretching
1255	lipids	Lipids
1256	Unknown	Unknown
1257	proteins;nucleic_acids	"A, T (ring breathing modes of the DNA/RNA bases); amide III (protein)"
1258	proteins;nucleic_acids	"Amide III, adenine, cytosine;CH2 in plane deformation"
1259	proteins	"Guanine, cytosine (NH2);Amide III"
1260	proteins;lipids	Amide III (protein band);Protein band;Second amide;Amide III (unordered);Structural protein modes of tumors;Amide III vibration mode of structural proteins;CH2 in-plane deformation (lipids);Alkyl =C-H cis stretches
1261	Unknown	Unknown
1262	Unknown	Unknown
1263	proteins;nucleic_acids	"T, A (ring breathing modes of the DNA/RNA bases); =CH bend (protein)"
1264	lipids	Triglycerides (fatty acids);Alkyl =C-H cis stretches
1265	lipids;proteins	"Amide III of collagen;Amide III (collagen assignment);Amide III;дн(CN), д─(NH) amide III, д┴-helix, collagen (protein assignment);Alkyl =C-H cis stretches"
1266	proteins	"Amide III (of proteins in the д┴-helix conformation);дн(CN), д─(NH) amide III, д┴-helix, collagen, tryptophan (protein assignment);д─(CH) cis;Amide III (д┴-helix)"
1267	lipids;proteins	C-H (lipid in normal tissue);Amide III (collagen assignment)
1268	lipids	(CH) (phospholipids)
1269	Unknown	Unknown
1270	Unknown	Unknown
1271	Unknown	Unknown
1272	Unknown	Unknown
1273	Unknown	Unknown
1274	Unknown	Unknown
1275	Unknown	Unknown
1276	Unknown	Unknown
1277	Unknown	Unknown
1278	Unknown	Unknown
1279	Unknown	Unknown
1280	Unknown	Unknown
1281	Unknown	Unknown
1282	Unknown	Unknown
1283	Unknown	Unknown
1284	Unknown	Unknown
1285	Unknown	Unknown
1286	Unknown	Unknown
1287	Unknown	Unknown
1288	Unknown	Unknown
1289	Unknown	Unknown
1290	Unknown	Unknown
1291	Unknown	Unknown
1292	Unknown	Unknown
1293	Unknown	Unknown
1294	Unknown	Unknown
1295	Unknown	Unknown
1296	Unknown	Unknown
1297	Unknown	Unknown
1298	Unknown	Unknown
1299	Unknown	Unknown
1300	lipids	Alkyl C-H2 twist
1301	lipids	"Assign from Parker (lipid in normal tissue);Triglycerides (fatty acids);дМ (CH2), lipids;C-H vibration (lipids);Lipids;CH2 twisting (lipids)"
1302	proteins;lipids	"д─(CH2) twisting, wagging, collagen (protein assignment);д─(CH2) twisting, wagging, phospholipids (lipid assignment);CH3/CH2 twisting or bending mode of lipid/collagen;Amide III (protein);Methylene bending mode (a combination of proteins and phospholipids;Alkyl C-H2 twist"
1303	Unknown	Unknown
1304	lipids;nucleic_acids	"CH2 deformation (lipid), adenine, cytosine"
1305	Unknown	Unknown
1306	Unknown	Unknown
1307	lipids;proteins	"CH3/CH2 twisting or bending mode of lipid/collagen;CH3/CH2 twisting, wagging, and/or bending mode of collagens and lipids"
1308	proteins	C-N asymmetric stretching in asymmetric aromatic amines
1309	lipids;proteins	"CH3/CH2 twisting or bending mode of lipid/collagen;CH3/CH2 twisting, wagging, and/or bending mode of collagens and lipids"
1310	Unknown	Unknown
1311	Unknown	Unknown
1312	Unknown	Unknown
1313	lipids;proteins	CH3CH2 twisting mode of collagen/lipid
1314	proteins	CH3CH2 twisting mode of collagen
1315	nucleic_acids	"Guanine (B, Z-marker)"
1316	Unknown	Unknown
1317	Unknown	Unknown
1318	nucleic_acids;proteins	G (ring breathing modes of the DNA/RNA bases); C-H;deformation (protein);Amide III (д┴-helix)
1319	nucleic_acids;proteins	"Guanine (B, Z-marker);CH3CH2 twisting (collagen assignment)"
1320	nucleic_acids;proteins	G (DNA/RNA);CH deformation (proteins)
1321	lipids;proteins	Amide III (д┴-helix);CH2 deformation of lipids
1322	proteins;nucleic_acids	"CH3CH2 twisting, collagen;CH3CH2 twisting and wagging in collagen;CH3CH2 deforming modes of collagen and nucleic acids"
1323	nucleic_acids	"Guanine (B, Z marker);CH deformation"
1324	proteins;nucleic_acids	CH3CH2 wagging mode present in collagen and purine bases of DNA
1325	Unknown	Unknown
1326	Unknown	Unknown
1327	Unknown	Unknown
1328	Unknown	Unknown
1329	Unknown	Unknown
1330	lipids;nucleic_acids	Typical phospholipids;Region associated with DNA and phospholipids;Collagen;Nucleic acids and phosphates
1331	Unknown	Unknown
1332	others	C-C stretch of phenyl (1) and C3-C3 stretch and C5-C5 stretch CHд┴  in-plane bend
1333	nucleic_acids	Guanine
1334	Unknown	Unknown
1335	proteins;nucleic_acids	"CH3CH2 wagging, collagen (protein assignment);CH3CH2 wagging, nucleic acid;CH3CH2 wagging mode of collagen and polynucleotide chain;(DNA purine bases);CH3CH2 twisting and wagging in collagen;Cellular nucleic acids;CH3CH2 deforming modes of collagen and nucleic acids;An unassigned mode"
1336	proteins;nucleic_acids	"Polynucleotide chain (DNA purine bases);д─(CH3) д─(CH2) twisting, collagen (protein assignment)"
1337	proteins;nucleic_acids	"Amide III and CH2 wagging vibrations from glycine backbone and proline side chains;A, G (ring breathing modes in the DNA bases); C-;deformation (protein)"
1338	Unknown	Unknown
1339	others	C-C stretch of phenyl (1) and C3-C3 stretch and C5-O5 stretch CHд┴  in-plane bend
1340	carbohydrates;carotenoids;nucleic_acids;proteins	"Carbohydrate C-H2 deformation and C-O-H bending, chlorophyll a C-N stretches;Nucleic acid mode;Differences in collagen content;Nucleic acid modes indicating the nucleic acid content in tissues;C-O stretching; C-O-H deformation"
1341	nucleic_acids	A or G of DNA
1342	proteins;lipids;carbohydrates	G (DNA/RNA);CH deformation (proteins and carbohydrates)
1343	proteins;carbohydrates	"CH3, CH2 wagging (collagen assignment);Glucose"
1344	Unknown	Unknown
1345	Unknown	Unknown
1346	Unknown	Unknown
1347	Unknown	Unknown
1348	Unknown	Unknown
1349	Unknown	Unknown
1350	Unknown	Unknown
1351	Unknown	Unknown
1352	Unknown	Unknown
1353	Unknown	Unknown
1354	Unknown	Unknown
1355	Unknown	Unknown
1356	Unknown	Unknown
1357	Unknown	Unknown
1358	Unknown	Unknown
1359	proteins	Tryptophan
1360	Unknown	Unknown
1361	Unknown	Unknown
1362	Unknown	Unknown
1363	Unknown	Unknown
1364	Unknown	Unknown
1365	proteins	Tryptophan
1366	Unknown	Unknown
1367	lipids	днs (CH3) (phosphplipids)
1368	Unknown	Unknown
1369	proteins;lipids	"Guanine, TRP (protein), porphyrins, lipids"
1370	carbohydrates	The most pronounced saccharide band
1371	others	CH3 stretching
1372	Unknown	Unknown
1373	nucleic_acids	"T, A, G (ring breathing modes of the DNA/RNA bases)"
1374	Unknown	Unknown
1375	Unknown	Unknown
1376	Unknown	Unknown
1377	Unknown	Unknown
1378	others	Paraffin
1379	lipids	д─CH3 symmetric (lipid assignment)
1380	Unknown	Unknown
1381	Unknown	Unknown
1382	Unknown	Unknown
1383	others	CH3 band
1384	Unknown	Unknown
1385	Unknown	Unknown
1386	others	CH3 band
1387	Unknown	Unknown
1388	Unknown	Unknown
1389	Unknown	Unknown
1390	Unknown	Unknown
1391	others	CH rocking
1392	others	"C-N stretching, quinoid ring"
1393	others	CH rocking
1394	Unknown	Unknown
1395	Unknown	Unknown
1396	carotenoids	д┬-carotene
1397	Unknown	Unknown
1398	others	C-O symmetric stretch;CH2 deformation
1399	Unknown	Unknown
1400	others	NH in-plane deformation
1401	proteins	Bending modes of methyl groups (one of vibrational modes of collagen)
1402	Unknown	Unknown
1403	Unknown	Unknown
1404	others	CH deformation
1405	Unknown	Unknown
1406	proteins	днs COO- (IgG?)
1407	Unknown	Unknown
1408	Unknown	Unknown
1409	proteins	днs COO- (IgG?)
1410	Unknown	Unknown
1411	Unknown	Unknown
1412	Unknown	Unknown
1413	Unknown	Unknown
1414	Unknown	Unknown
1415	Unknown	Unknown
1416	Unknown	Unknown
1417	others	C-C stretching in quinoid ring
1418	Unknown	Unknown
1419	Unknown	Unknown
1420	Unknown	Unknown
1421	nucleic_acids	"A, G (ring breathing modes of the DNA/RNA bases)"
1422	nucleic_acids	"Deoxyribose (B, Z-marker)"
1423	others	NH in-plane deformation
1424	nucleic_acids	"Deoxyribose (B, Z-marker)"
1425	Unknown	Unknown
1426	Unknown	Unknown
1427	Unknown	Unknown
1428	Unknown	Unknown
1429	Unknown	Unknown
1430	Unknown	Unknown
1431	Unknown	Unknown
1432	Unknown	Unknown
1433	Unknown	Unknown
1434	Unknown	Unknown
1435	Unknown	Unknown
1436	others	CH2 scissoring
1437	lipids	CH2 (lipids in normal tissue);CH2 deformation (lipid);Acyl chains
1438	Unknown	Unknown
1439	lipids	"CH2 bending mode in normal tissue;CH3,CH2 deformation (collagen assignment);CH2 scissoring;CH2 deformation in normal breast tissue;CH2 deformation;CH2;д─(CH2) (lipids)"
1440	lipids	"CH2 and CH3 deformation vibrations;CH deformation;Cholesterol, fatty acid band;д─(CH2) (lipids);CH2 bending (lipids);Alkyl C-H2 bend"
1441	lipids	Alkyl C-H2 bend;CH2 scissoring and CH3 bending in lipids;Cholesterol and its esters;C-H bending mode of accumulated lipids in the vecrotic core of the atheromatous plaque
1442	lipids	"Fatty acids;CH2 bending mode;Due to changes in chemical environment of the CH2 bending mode;CH3, CH2 deformation (collagen assignment);Triglycerides (fatty acids)"
1443	proteins;lipids	CH2 deformation (lipids and proteins);Triglycerides (fatty acids)
1444	proteins;lipids	"Cholesterol band (associated to atherosclerotic spectrum);дн28 (Cд┴ Cm), observed in the spectra of single human RBC;д─(CH2), lipids, fatty acids;д─(CH2), д─(CH3), collagen (protein assignment);д─(CH2), д─(CH3), scissoring, phospholipids (lipid assignment);CH2CH3 bending modes of collagen and phospholipids;CH2 scissoring"
1445	proteins;lipids	CH2 bending mode of proteins and lipids being of diagnostic significance;CH2 bending and scissoring modes of collagen and phospholipids;Methylene bending mode (a combination of proteins and phospholipids);CH2 bending modes;CH2 deformation
1446	proteins;lipids	CH2 bending mode of proteins and lipids;CH2 deformation
1447	proteins;lipids	"CH2 bending mode of proteins and lipids;CH2 deformation (protein vibration), a marker for protein concentration;д─as(CH3) д─(CH2) of proteins"
1448	proteins;lipids	CH2CH3 deformation;CH2 deformation;CH2;Collagen;CH deformation
1449	proteins;lipids	C-H vibration (proteins);C-H vibration (lipids);Lipids
1450	proteins;lipids;carbohydrates	"CH2 bending;CH2 bending mode in malignant tissues;Bending modes of methyl groups (one of thevibrational modes of collagen);Methylene deformation in biomolecules;CH2 deformation in IDC breast tissue;C-H deformation bands (CH functional groups in lipids, amino acid side chains of the proteins and carbohydrates);д─(C-H);CH2 bending (proteins)"
1451	proteins	CH2CH3 deformation;CH2CH3 deformation (collagen assignment)
1452	Unknown	Unknown
1453	proteins	Protein bands;Umbrella mode of methoxyl (4);C-H bending mode of structural proteins;Structural protein modes of tumors
1454	lipids;proteins	"CH2 stretching/CH3 asymmetric deformation;Overlapping asymmetric CH3 bending and CH2 scissoring (is associated with elastin, collagen, and phospholipids);Collagen and phospholipids"
1455	nucleic_acids	Deoxyribose;д─(CH2)
1456	Unknown	Unknown
1457	nucleic_acids	Deoxyribose
1458	nucleic_acids	Nucleic acid modes;Nucleic acid modes indicating the nucleic acid content in tissues
1459	nucleic_acids	Deoxyribose;д─(CH2)
1460	proteins;lipids	"CH2/CH3 deformation of lipids and collagen;CH2 wagging, CH2/CH3 deformation;Deoxyribose"
1461	Unknown	Unknown
1462	carbohydrates	"д─CH2, disaccharides, sucrose"
1463	others	Fermi interaction д─(CH2) and д├ (CH2)
1464	Unknown	Unknown
1465	lipids	Lipids
1466	Unknown	Unknown
1467	Unknown	Unknown
1468	Unknown	Unknown
1469	Unknown	Unknown
1470	others	C=N stretching
1471	Unknown	Unknown
1472	others	Paraffin
1473	Unknown	Unknown
1474	Unknown	Unknown
1475	Unknown	Unknown
1476	Unknown	Unknown
1477	others	Calcium oxalate
1478	Unknown	Unknown
1479	Unknown	Unknown
1480	Unknown	Unknown
1481	Unknown	Unknown
1482	Unknown	Unknown
1483	Unknown	Unknown
1484	Unknown	Unknown
1485	nucleic_acids	"G, A (ring breathing modes in the DNA bases);Nucleotide acid purine bases (guanine and adenine)"
1486	Unknown	Unknown
1487	Unknown	Unknown
1488	proteins	Collagen
1489	Unknown	Unknown
1490	nucleic_acids	DNA;Formalin peak appearing in the fixed normal and tumor tissues
1491	others	C-N stretching vibration coupled with the in-plane CH bending in amino radical cations
1492	others	Formalin peak appearing in the fixed normal and tumor tissues
1493	Unknown	Unknown
1494	Unknown	Unknown
1495	Unknown	Unknown
1496	Unknown	Unknown
1497	Unknown	Unknown
1498	Unknown	Unknown
1499	others	C-C stretching in benzenoid ring
1500	Unknown	Unknown
1501	Unknown	Unknown
1502	Unknown	Unknown
1503	Unknown	Unknown
1504	Unknown	Unknown
1505	Unknown	Unknown
1506	others	N-H bending
1507	Unknown	Unknown
1508	Unknown	Unknown
1509	Unknown	Unknown
1510	nucleic_acids	Cytosine
1511	Unknown	Unknown
1512	Unknown	Unknown
1513	nucleic_acids	Cytosine
1514	carotenoids	"дн(C-C); diagnostic for the presence of a carotenoid structure,most likely a cellular pigment;дн(C-C) carotenoids"
1515	nucleic_acids	Cytosine
1516	Unknown	Unknown
1517	carotenoids	д┬-Carotene accumulation (C-C stretch mode)
1518	carotenoids	"дн(C-C), porphyrin;Carotenoid peaks due to C-C and conjugated CC band stretch"
1519	Unknown	Unknown
1520	carotenoids	Carotene
1521	Unknown	Unknown
1522	Unknown	Unknown
1523	Unknown	Unknown
1524	carotenoids	Carotenoid (absent in normal tissues)
1525	carotenoids	In-plane vibrations of the conjugated -C-C-
1526	carotenoids	Carotenoids
1527	Unknown	Unknown
1528	carotenoids	Carotenoid (absent in normal tissues)
1529	Unknown	Unknown
1530	Unknown	Unknown
1531	Unknown	Unknown
1532	Unknown	Unknown
1533	Unknown	Unknown
1534	Unknown	Unknown
1535	Unknown	Unknown
1536	Unknown	Unknown
1537	carotenoids	Carotene C=C stretches
1538	Unknown	Unknown
1539	Unknown	Unknown
1540	Unknown	Unknown
1541	Unknown	Unknown
1542	proteins	"Single human RBC, amide II"
1543	others	"дн11 (Cд┬ Cд┬ ), observed in the spectra of single human RBC"
1544	proteins	Amide II
1545	others	C6-H deformation mode
1546	proteins	Bound and free NADH;Tryptophan
1547	proteins	Proline
1548	proteins	Tryptophan
1549	Unknown	Unknown
1550	Unknown	Unknown
1551	Unknown	Unknown
1552	proteins	"Tryptophan;дн(C-C), tryptophan (protein assignment);дн(C-C), porphyrin"
1553	Unknown	Unknown
1554	proteins	Amide II
1555	Unknown	Unknown
1556	Unknown	Unknown
1557	Unknown	Unknown
1558	proteins	"Tryptophan;дн (CN) and д─ (NH) amide II (protein assignment);дн(C-C) porphyrin;Tyrosine, amide II, COO-"
1559	Unknown	Unknown
1560	proteins	Tryptophan
1561	Unknown	Unknown
1562	Unknown	Unknown
1563	Unknown	Unknown
1564	Unknown	Unknown
1565	Unknown	Unknown
1566	Unknown	Unknown
1567	Unknown	Unknown
1568	Unknown	Unknown
1569	Unknown	Unknown
1570	Unknown	Unknown
1571	Unknown	Unknown
1572	Unknown	Unknown
1573	nucleic_acids;proteins	"Guanine, adenine, TRP (protein)"
1574	Unknown	Unknown
1575	nucleic_acids	"Ring breathing modes in the DNA bases;G, A (ring breathing modes of the DNA/RNA bases)"
1576	nucleic_acids	Nucleic acid mode;Nucleic acid modes indicating the nucleic acid content in tissues
1577	others	Bound and free NADH;IgG?
1578	nucleic_acids	"Guanine (N3);Guanine, adenine"
1579	proteins;nucleic_acids	Pyrimidine ring (nucleic acids) and heme protein
1580	proteins	C-C stretching;C-C bending mode of phenylalanine
1581	Unknown	Unknown
1582	proteins	"д─(C-C), phenylalanine;Phenylalanine"
1583	proteins	C-C bending mode of phenylalanine
1584	Unknown	Unknown
1585	proteins	"C-C olefinic stretch;C-C olefinic stretch (protein assignment);Phenylalanine, hydroxyproline"
1586	proteins	"C-C olefinic stretch;C-C olefinic stretch (protein assignment);Phenylalanine, hydroxyproline"
1587	Unknown	Unknown
1588	Unknown	Unknown
1589	Unknown	Unknown
1590	others	Carbon particles
1591	Unknown	Unknown
1592	Unknown	Unknown
1593	others	C=N and C-C stretching in quinoid ring
1594	Unknown	Unknown
1595	Unknown	Unknown
1596	Unknown	Unknown
1597	Unknown	Unknown
1598	Unknown	Unknown
1599	Unknown	Unknown
1600	Unknown	Unknown
1601	Unknown	Unknown
1602	proteins	"Phenylalanine;д─(C-C), phenylalanine (protein assignment)"
1603	proteins	C-C in-plane bending mode of phenylalanine and tyrosine;Ring C-C stretch of phenyl (1)
1604	Unknown	Unknown
1605	proteins	"Cytosine (NH2);Ring C-C stretch of phenyl (1);Phenylalanine, tyrosine, CC (protein)"
1606	others	C-C bending
1607	proteins	"Tyrosine, phenylalanine ring vibration;C-C phenylalanine, tyrosine"
1608	Unknown	Unknown
1609	Unknown	Unknown
1610	proteins	Amide I;Cytosine (NH2)
1611	Unknown	Unknown
1612	Unknown	Unknown
1613	Unknown	Unknown
1614	proteins	Tyrosine
1615	proteins;nucleic_acids	"Tyrosine, tryptophan, C-C (protein);Adenine"
1616	proteins	C-C stretching mode of tyrosine and tryptophan
1617	proteins	"дн (CaCb), observed in the spectra of single human RBC;C-C phenylalanine, tyrosine"
1618	proteins	"дн(C-C), tryptophan (protein assignment);дн(C-C), porphyrin;Tryptophan;Bound and free NADH"
1619	Unknown	Unknown
1620	others	"дн(C-C), porphyrin"
1621	Unknown	Unknown
1622	proteins	Tryptophan;Tryptophan and/or д┬-sheet;Tryptophan (IgG)
1623	proteins	Tryptophan
1624	Unknown	Unknown
1625	Unknown	Unknown
1626	Unknown	Unknown
1627	Unknown	Unknown
1628	proteins	Cд┴ =Cд┴  stretch;Amide C=O stretching absorption for the д┬-form polypeptide films
1629	Unknown	Unknown
1630	Unknown	Unknown
1631	Unknown	Unknown
1632	Unknown	Unknown
1633	Unknown	Unknown
1634	proteins	Amide I
1635	proteins	Differences in collagen content
1636	Unknown	Unknown
1637	proteins	Amide I band;Amide I band (both д┴-helix and д┬-structure)
1638	others	Intermolecular bending mode of water;Very weak and broad дн2 mode of water
1639	Unknown	Unknown
1640	Unknown	Unknown
1641	Unknown	Unknown
1642	Unknown	Unknown
1643	Unknown	Unknown
1644	Unknown	Unknown
1645	proteins	Amide I (д┴-helix)
1646	Unknown	Unknown
1647	others	Random coils
1648	Unknown	Unknown
1649	Unknown	Unknown
1650	lipids;proteins	Alkyl C=C stretches;(C-C) amide I;Protein amide I absorption;Amide I
1651	Unknown	Unknown
1652	Unknown	Unknown
1653	proteins	"Carbonyl stretch (C-O), amide I"
1654	proteins;lipids	"Due to a combination of CC stretch and the amide I bands +;amide I;Amide I (collagen assignment);C-C stretch;Amide I (CO stretching mode of proteins, д┴-helix conformation)/CC lipid strech;Collagen"
1655	proteins;lipids	"Amide I (of collagen);C-C (of lipids in normal tissues, not that of amide I);дн(C-O) amide I, д┴-helix, collagen;Amide I (CO stretching mode of proteins, д┴-helix conformation)/CC lipid stretch;In normal tissues: C-C of lipids (and not amide I);C-O stretching of collagen and elastin (protein assignment);Amide I of proteins;Amide I (collagen assignment);Amide I (typically associated with collagen);Amide I (д┴-helix), amide I"
1656	lipids;proteins	Alkyl C=C stretches;дн(C-C)cis (phospholipids);C-C (lipids);Amide I (proteins)
1657	proteins;lipids	Fatty acids;Amide I (collagen assignment);C (fatty acids)
1658	lipids;proteins	Alkyl C=C stretches;Amide I (д┴-helix)
1659	proteins;lipids	Amide I vibration (collagen like proteins);Amide CO stretching absorption for the д┴-folded polypeptide films;Cholesterol band (associated to atherosclerotic spectrum);Glutathione
1660	proteins;lipids	"Amide I band;Amide I;Amide I vibration mode of structural proteins;дн(C-C) cis, lipids, fatty acids;C-C groups in unsaturated fatty acids;Ceramide backbone;Amide I (protein);Lipids"
1661	Unknown	Unknown
1662	nucleic_acids	Nucleic acid modes;Nucleic acid modes indicating the nucleic acid content in tissues
1663	proteins;nucleic_acids	"DNA;Proteins, including collagen I"
1664	Unknown	Unknown
1665	proteins	Amide I (of collagen);Amide I;Amide I (collagen assignment);Amide I (disordered structure-solvated);днs(C-O)
1666	proteins	Collagen
1667	proteins	Protein band;C-C stretching band;д┴-Helical structure of amide I;Structural protein modes of tumors;Carbonyl stretch (C-O)
1668	Unknown	Unknown
1669	lipids	Carbonyl stretch (C-O);Cholesterol ester
1670	lipids;proteins	"Amide I;C-C stretching vibrations;Cholesterol and its esters;C-C stretching vibration mode of steroid ring;Amide I (anti-parallel д┬-sheet);дн(C-C) trans, lipids, fatty acids"
1671	Unknown	Unknown
1672	lipids;proteins	C-C stretch;Amide I band (CO stretch coupled to a N-H bending);Ceramide
1673	proteins	Amide I
1674	lipids	C-C stretch vibration;Cholesterol
1675	Unknown	Unknown
1676	proteins	Amide I (д┬-sheet)
1677	Unknown	Unknown
1678	others	Bound and free NADH
1679	Unknown	Unknown
1680	Unknown	Unknown
1681	Unknown	Unknown
1682	others	One of absorption positions for the CO stretching vibrations of cortisone
1683	Unknown	Unknown
1684	Unknown	Unknown
1685	proteins	Amide I (disordered structure; non-hydrogen bonded)
1686	Unknown	Unknown
1687	Unknown	Unknown
1688	Unknown	Unknown
1689	Unknown	Unknown
1690	Unknown	Unknown
1691	Unknown	Unknown
1692	Unknown	Unknown
1693	Unknown	Unknown
1694	Unknown	Unknown
1695	Unknown	Unknown
1696	Unknown	Unknown
1697	proteins	Amide I (turns and bands)
1698	Unknown	Unknown
1699	Unknown	Unknown
1700	Unknown	Unknown
1701	Unknown	Unknown
1702	Unknown	Unknown
1703	Unknown	Unknown
1704	Unknown	Unknown
1705	Unknown	Unknown
1706	Unknown	Unknown
1707	Unknown	Unknown
1708	Unknown	Unknown
1709	Unknown	Unknown
